TAHUN;BULAN;RUTE;KODE;JENIS BANGUNAN;JML. SR;KATEGORI GOLONGAN;KONSUMSI (M3)
2022;OKTOBER;RUTE: A101;24;RUMAH TANGGA B;56;Gol. II;1098
2022;OKTOBER;RUTE: A101;25;RUMAH TANGGA C;3;Gol. II;521
2022;OKTOBER;RUTE: A101;31;NIAGA KECIL;182;Gol. III;3254
2022;OKTOBER;RUTE: A101;32;INSTANSI PEMERINTAH;14;Gol. III;1928
2022;OKTOBER;RUTE: A101;33;NIAGA MENENGAH;3;Gol. III;128
2022;OKTOBER;RUTE: A101;36;FIRE HYDRANT;3;Gol. I;50
2022;OKTOBER;RUTE: A101;46;TNI / POLRI;1;Gol. III;3976
2022;OKTOBER;RUTE: A102;13;RUMAH IBADAH;1;Gol. I;0
2022;OKTOBER;RUTE: A102;21;RUMAH TANGGA A;185;Gol. II;2881
2022;OKTOBER;RUTE: A102;22;YAYASAN SOSIAL;1;Gol. I;300
2022;OKTOBER;RUTE: A102;23;RUMAH SAKIT PEMERINTAH;2;Gol. III;12173
2022;OKTOBER;RUTE: A102;24;RUMAH TANGGA B;47;Gol. II;1696
2022;OKTOBER;RUTE: A102;25;RUMAH TANGGA C;3;Gol. II;36
2022;OKTOBER;RUTE: A102;31;NIAGA KECIL;32;Gol. III;738
2022;OKTOBER;RUTE: A102;32;INSTANSI PEMERINTAH;4;Gol. III;78
2022;OKTOBER;RUTE: A103;13;RUMAH IBADAH;1;Gol. I;101
2022;OKTOBER;RUTE: A103;21;RUMAH TANGGA A;168;Gol. II;2517
2022;OKTOBER;RUTE: A103;24;RUMAH TANGGA B;14;Gol. II;144
2022;OKTOBER;RUTE: A103;25;RUMAH TANGGA C;1;Gol. II;120
2022;OKTOBER;RUTE: A103;31;NIAGA KECIL;1;Gol. III;1
2022;OKTOBER;RUTE: A103;32;INSTANSI PEMERINTAH;2;Gol. III;202
2022;OKTOBER;RUTE: A104;13;RUMAH IBADAH;3;Gol. I;178
2022;OKTOBER;RUTE: A104;15;SEKOLAH NEGERI;1;Gol. III;36
2022;OKTOBER;RUTE: A104;21;RUMAH TANGGA A;507;Gol. II;9194
2022;OKTOBER;RUTE: A104;22;YAYASAN SOSIAL;3;Gol. I;402
2022;OKTOBER;RUTE: A104;24;RUMAH TANGGA B;356;Gol. II;6443
2022;OKTOBER;RUTE: A104;25;RUMAH TANGGA C;38;Gol. II;1286
2022;OKTOBER;RUTE: A104;26;RUMAH TANGGA D;6;Gol. II;141
2022;OKTOBER;RUTE: A104;31;NIAGA KECIL;16;Gol. III;383
2022;OKTOBER;RUTE: A104;32;INSTANSI PEMERINTAH;4;Gol. III;3806
2022;OKTOBER;RUTE: A104;33;NIAGA MENENGAH;1;Gol. III;326
2022;OKTOBER;RUTE: A105;13;RUMAH IBADAH;2;Gol. I;212
2022;OKTOBER;RUTE: A105;21;RUMAH TANGGA A;167;Gol. II;3149
2022;OKTOBER;RUTE: A105;24;RUMAH TANGGA B;65;Gol. II;1206
2022;OKTOBER;RUTE: A105;25;RUMAH TANGGA C;1;Gol. II;28
2022;OKTOBER;RUTE: A105;26;RUMAH TANGGA D;2;Gol. II;57
2022;OKTOBER;RUTE: A105;31;NIAGA KECIL;3;Gol. III;175
2022;OKTOBER;RUTE: A106;21;RUMAH TANGGA A;97;Gol. II;1815
2022;OKTOBER;RUTE: A106;22;YAYASAN SOSIAL;3;Gol. I;78
2022;OKTOBER;RUTE: A106;24;RUMAH TANGGA B;8;Gol. II;291
2022;OKTOBER;RUTE: A106;25;RUMAH TANGGA C;3;Gol. II;99
2022;OKTOBER;RUTE: A107;13;RUMAH IBADAH;2;Gol. I;48
2022;OKTOBER;RUTE: A107;21;RUMAH TANGGA A;42;Gol. II;929
2022;OKTOBER;RUTE: A107;24;RUMAH TANGGA B;143;Gol. II;3182
2022;OKTOBER;RUTE: A107;25;RUMAH TANGGA C;14;Gol. II;463
2022;OKTOBER;RUTE: A107;31;NIAGA KECIL;4;Gol. II;127
2022;OKTOBER;RUTE: A107;36;FIRE HYDRANT;1;Gol. I;5
2022;OKTOBER;RUTE: A108;12;KAMAR MANDI UMUM;1;Gol. I;110
2022;OKTOBER;RUTE: A108;15;SEKOLAH NEGERI;1;Gol. III;5
2022;OKTOBER;RUTE: A108;21;RUMAH TANGGA A;73;Gol. II;1560
2022;OKTOBER;RUTE: A108;22;YAYASAN SOSIAL;1;Gol. I;105
2022;OKTOBER;RUTE: A108;24;RUMAH TANGGA B;245;Gol. II;4155
2022;OKTOBER;RUTE: A108;25;RUMAH TANGGA C;1;Gol. II;37
2022;OKTOBER;RUTE: A108;31;NIAGA KECIL;21;Gol. III;283
2022;OKTOBER;RUTE: A108;32;INSTANSI PEMERINTAH;8;Gol. III;426
2022;OKTOBER;RUTE: A108;46;TNI / POLRI;4;Gol. III;1040
2022;OKTOBER;RUTE: A109;21;RUMAH TANGGA A;70;Gol. II;1065
2022;OKTOBER;RUTE: A109;22;YAYASAN SOSIAL;1;Gol. I;41
2022;OKTOBER;RUTE: A109;24;RUMAH TANGGA B;78;Gol. II;1363
2022;OKTOBER;RUTE: A109;25;RUMAH TANGGA C;2;Gol. II;38
2022;OKTOBER;RUTE: A109;31;NIAGA KECIL;3;Gol. III;199
2022;OKTOBER;RUTE: A109;32;INSTANSI PEMERINTAH;1;Gol. III;8
2022;OKTOBER;RUTE: A110;11;HIDRAN UMUM;1;Gol. I;11
2022;OKTOBER;RUTE: A110;13;RUMAH IBADAH;2;Gol. I;75
2022;OKTOBER;RUTE: A110;14;PANTI ASUHAN;1;Gol. I;29
2022;OKTOBER;RUTE: A110;15;SEKOLAH NEGERI;3;Gol. III;156
2022;OKTOBER;RUTE: A110;21;RUMAH TANGGA A;187;Gol. II;3593
2022;OKTOBER;RUTE: A110;22;YAYASAN SOSIAL;3;Gol. I;201
2022;OKTOBER;RUTE: A110;24;RUMAH TANGGA B;46;Gol. II;888
2022;OKTOBER;RUTE: A110;25;RUMAH TANGGA C;1;Gol. II;45
2022;OKTOBER;RUTE: A110;26;RUMAH TANGGA D;1;Gol. II;9
2022;OKTOBER;RUTE: A110;31;NIAGA KECIL;2;Gol. III;23
2022;OKTOBER;RUTE: A111;13;RUMAH IBADAH;3;Gol. I;255
2022;OKTOBER;RUTE: A111;15;SEKOLAH NEGERI;4;Gol. III;171
2022;OKTOBER;RUTE: A111;21;RUMAH TANGGA A;138;Gol. II;3018
2022;OKTOBER;RUTE: A111;24;RUMAH TANGGA B;280;Gol. II;4962
2022;OKTOBER;RUTE: A111;25;RUMAH TANGGA C;6;Gol. II;206
2022;OKTOBER;RUTE: A111;31;NIAGA KECIL;44;Gol. III;1271
2022;OKTOBER;RUTE: A111;32;INSTANSI PEMERINTAH;9;Gol. III;865
2022;OKTOBER;RUTE: A111;33;NIAGA MENENGAH;1;Gol. III;41
2022;OKTOBER;RUTE: A111;46;TNI / POLRI;1;Gol. III;94
2022;OKTOBER;RUTE: A112;13;RUMAH IBADAH;2;Gol. I;36
2022;OKTOBER;RUTE: A112;15;SEKOLAH NEGERI;1;Gol. III;76
2022;OKTOBER;RUTE: A112;21;RUMAH TANGGA A;208;Gol. II;3605
2022;OKTOBER;RUTE: A112;22;YAYASAN SOSIAL;1;Gol. I;8
2022;OKTOBER;RUTE: A112;23;RUMAH SAKIT PEMERINTAH;1;Gol. III;70
2022;OKTOBER;RUTE: A112;24;RUMAH TANGGA B;96;Gol. II;1944
2022;OKTOBER;RUTE: A112;25;RUMAH TANGGA C;1;Gol. II;43
2022;OKTOBER;RUTE: A112;31;NIAGA KECIL;22;Gol. III;498
2022;OKTOBER;RUTE: A112;44;KLINIK PEMERINTAH;1;Gol. III;4
2022;OKTOBER;RUTE: A113;11;HIDRAN UMUM;1;Gol. I;4
2022;OKTOBER;RUTE: A113;13;RUMAH IBADAH;3;Gol. III;172
2022;OKTOBER;RUTE: A113;15;SEKOLAH NEGERI;2;Gol. III;36
2022;OKTOBER;RUTE: A113;21;RUMAH TANGGA A;237;Gol. III;3671
2022;OKTOBER;RUTE: A113;22;YAYASAN SOSIAL;5;Gol. III;42
2022;OKTOBER;RUTE: A113;24;RUMAH TANGGA B;110;Gol. III;2182
2022;OKTOBER;RUTE: A113;25;RUMAH TANGGA C;3;Gol. III;98
2022;OKTOBER;RUTE: A113;31;NIAGA KECIL;36;Gol. III;708
2022;OKTOBER;RUTE: A113;32;INSTANSI PEMERINTAH;4;Gol. III;55
2022;OKTOBER;RUTE: A114;13;RUMAH IBADAH;2;Gol. I;3
2022;OKTOBER;RUTE: A114;15;SEKOLAH NEGERI;1;Gol. III;11
2022;OKTOBER;RUTE: A114;21;RUMAH TANGGA A;49;Gol. II;687
2022;OKTOBER;RUTE: A114;22;YAYASAN SOSIAL;1;Gol. I;39
2022;OKTOBER;RUTE: A114;24;RUMAH TANGGA B;97;Gol. II;1311
2022;OKTOBER;RUTE: A114;31;NIAGA KECIL;12;Gol. III;245
2022;OKTOBER;RUTE: A114;36;FIRE HYDRANT;1;Gol. II;12
2022;OKTOBER;RUTE: A115;13;RUMAH IBADAH;3;Gol. I;1813
2022;OKTOBER;RUTE: A115;21;RUMAH TANGGA A;110;Gol. II;1668
2022;OKTOBER;RUTE: A115;22;YAYASAN SOSIAL;1;Gol. I;15
2022;OKTOBER;RUTE: A115;24;RUMAH TANGGA B;23;Gol. II;264
2022;OKTOBER;RUTE: A115;25;RUMAH TANGGA C;1;Gol. II;0
2022;OKTOBER;RUTE: A115;32;INSTANSI PEMERINTAH;1;Gol. III;0
2022;OKTOBER;RUTE: A116;13;RUMAH IBADAH;1;Gol. I;19
2022;OKTOBER;RUTE: A116;21;RUMAH TANGGA A;11;Gol. II;220
2022;OKTOBER;RUTE: A116;24;RUMAH TANGGA B;106;Gol. II;1548
2022;OKTOBER;RUTE: A117;21;RUMAH TANGGA A;3;Gol. II;35
2022;OKTOBER;RUTE: A117;24;RUMAH TANGGA B;11;Gol. II;177
2022;OKTOBER;RUTE: A118;21;RUMAH TANGGA A;22;Gol. II;419
2022;OKTOBER;RUTE: A118;22;YAYASAN SOSIAL;1;Gol. I;232
2022;OKTOBER;RUTE: A118;24;RUMAH TANGGA B;70;Gol. II;1119
2022;OKTOBER;RUTE: A118;25;RUMAH TANGGA C;1;Gol. II;0
2022;OKTOBER;RUTE: A118;31;NIAGA KECIL;7;Gol. III;89
2022;OKTOBER;RUTE: A119;21;RUMAH TANGGA A;5;Gol. II;60
2022;OKTOBER;RUTE: A119;24;RUMAH TANGGA B;1;Gol. II;29
2022;OKTOBER;RUTE: A120;21;RUMAH TANGGA A;6;Gol. II;79
2022;OKTOBER;RUTE: A120;24;RUMAH TANGGA B;9;Gol. II;187
2022;OKTOBER;RUTE: A120;31;NIAGA KECIL;1;Gol. III;2
2022;OKTOBER;RUTE: A121;21;RUMAH TANGGA A;26;Gol. II;558
2022;OKTOBER;RUTE: A121;24;RUMAH TANGGA B;9;Gol. II;89
2022;OKTOBER;RUTE: A122;21;RUMAH TANGGA A;25;Gol. II;489
2022;OKTOBER;RUTE: A122;24;RUMAH TANGGA B;22;Gol. II;335
2022;OKTOBER;RUTE: A123;21;RUMAH TANGGA A;3;Gol. II;128
2022;OKTOBER;RUTE: A124;21;RUMAH TANGGA A;1;Gol. II;19
2022;OKTOBER;RUTE: A124;24;RUMAH TANGGA B;1;Gol. II;49
2022;OKTOBER;RUTE: A125;21;RUMAH TANGGA A;2;Gol. II;71
2022;OKTOBER;RUTE: A125;24;RUMAH TANGGA B;3;Gol. II;14
2022;OKTOBER;RUTE: A126;21;RUMAH TANGGA A;10;Gol. II;184
2022;OKTOBER;RUTE: A126;24;RUMAH TANGGA B;109;Gol. II;1405
2022;OKTOBER;RUTE: A126;25;RUMAH TANGGA C;1;Gol. II;17
2022;OKTOBER;RUTE: A126;31;NIAGA KECIL;7;Gol. III;60
2022;OKTOBER;RUTE: A127;21;RUMAH TANGGA A;3;Gol. II;57
2022;OKTOBER;RUTE: A127;24;RUMAH TANGGA B;7;Gol. II;111
2022;OKTOBER;RUTE: A127;31;NIAGA KECIL;1;Gol. III;10
2022;OKTOBER;RUTE: A128;21;RUMAH TANGGA A;21;Gol. II;366
2022;OKTOBER;RUTE: A128;24;RUMAH TANGGA B;13;Gol. II;168
2022;OKTOBER;RUTE: A129;15;SEKOLAH NEGERI;1;Gol. III;27
2022;OKTOBER;RUTE: A129;21;RUMAH TANGGA A;34;Gol. II;616
2022;OKTOBER;RUTE: A129;24;RUMAH TANGGA B;15;Gol. II;240
2022;OKTOBER;RUTE: A130;13;RUMAH IBADAH;3;Gol. I;397
2022;OKTOBER;RUTE: A130;15;SEKOLAH NEGERI;4;Gol. III;347
2022;OKTOBER;RUTE: A130;21;RUMAH TANGGA A;299;Gol. II;5272
2022;OKTOBER;RUTE: A130;23;RUMAH SAKIT PEMERINTAH;1;Gol. III;11
2022;OKTOBER;RUTE: A130;24;RUMAH TANGGA B;47;Gol. II;537
2022;OKTOBER;RUTE: A130;25;RUMAH TANGGA C;1;Gol. II;94
2022;OKTOBER;RUTE: A130;26;RUMAH TANGGA D;1;Gol. II;26
2022;OKTOBER;RUTE: A130;31;NIAGA KECIL;67;Gol. III;1217
2022;OKTOBER;RUTE: A130;32;INSTANSI PEMERINTAH;2;Gol. III;15
2022;OKTOBER;RUTE: A130;33;NIAGA MENENGAH;1;Gol. III;280
2022;OKTOBER;RUTE: A131;21;RUMAH TANGGA A;4;Gol. II;111
2022;OKTOBER;RUTE: A131;24;RUMAH TANGGA B;3;Gol. II;25
2022;OKTOBER;RUTE: A131;31;NIAGA KECIL;2;Gol. III;9
2022;OKTOBER;RUTE: A132;21;RUMAH TANGGA A;4;Gol. II;35
2022;OKTOBER;RUTE: A132;24;RUMAH TANGGA B;3;Gol. II;46
2022;OKTOBER;RUTE: A132;25;RUMAH TANGGA C;1;Gol. II;1
2022;OKTOBER;RUTE: A132;31;NIAGA KECIL;1;Gol. III;14
2022;OKTOBER;RUTE: A133;21;RUMAH TANGGA A;11;Gol. II;165
2022;OKTOBER;RUTE: A133;24;RUMAH TANGGA B;6;Gol. II;73
2022;OKTOBER;RUTE: A134;21;RUMAH TANGGA A;12;Gol. II;145
2022;OKTOBER;RUTE: A134;24;RUMAH TANGGA B;1;Gol. II;1
2022;OKTOBER;RUTE: A135;21;RUMAH TANGGA A;4;Gol. II;20
2022;OKTOBER;RUTE: A135;24;RUMAH TANGGA B;1;Gol. II;24
2022;OKTOBER;RUTE: A136;21;RUMAH TANGGA A;6;Gol. II;48
2022;OKTOBER;RUTE: A136;24;RUMAH TANGGA B;7;Gol. II;55
2022;OKTOBER;RUTE: A137;21;RUMAH TANGGA A;20;Gol. II;311
2022;OKTOBER;RUTE: A137;24;RUMAH TANGGA B;2;Gol. II;39
2022;OKTOBER;RUTE: A138;24;RUMAH TANGGA B;63;Gol. II;1031
2022;OKTOBER;RUTE: A139;13;RUMAH IBADAH;1;Gol. I;3
2022;OKTOBER;RUTE: A139;21;RUMAH TANGGA A;47;Gol. II;843
2022;OKTOBER;RUTE: A139;24;RUMAH TANGGA B;20;Gol. II;321
2022;OKTOBER;RUTE: A139;32;INSTANSI PEMERINTAH;1;Gol. III;10
2022;OKTOBER;RUTE: A140;24;RUMAH TANGGA B;78;Gol. II;1175
2022;OKTOBER;RUTE: A140;31;NIAGA KECIL;2;Gol. III;5
2022;OKTOBER;RUTE: A141;21;RUMAH TANGGA A;2;Gol. II;15
2022;OKTOBER;RUTE: A141;24;RUMAH TANGGA B;129;Gol. II;2064
2022;OKTOBER;RUTE: A141;31;NIAGA KECIL;3;Gol. III;19
2022;OKTOBER;RUTE: A142;13;RUMAH IBADAH;1;Gol. I;27
2022;OKTOBER;RUTE: A142;15;SEKOLAH NEGERI;1;Gol. III;299
2022;OKTOBER;RUTE: A142;21;RUMAH TANGGA A;128;Gol. II;2251
2022;OKTOBER;RUTE: A142;24;RUMAH TANGGA B;7;Gol. II;125
2022;OKTOBER;RUTE: A142;31;NIAGA KECIL;4;Gol. III;38
2022;OKTOBER;RUTE: A142;32;INSTANSI PEMERINTAH;2;Gol. III;85
2022;OKTOBER;RUTE: A143;13;RUMAH IBADAH;2;Gol. I;111
2022;OKTOBER;RUTE: A143;21;RUMAH TANGGA A;38;Gol. II;674
2022;OKTOBER;RUTE: A143;24;RUMAH TANGGA B;49;Gol. II;723
2022;OKTOBER;RUTE: A143;31;NIAGA KECIL;1;Gol. III;21
2022;OKTOBER;RUTE: A144;21;RUMAH TANGGA A;69;Gol. II;1023
2022;OKTOBER;RUTE: A144;24;RUMAH TANGGA B;3;Gol. II;53
2022;OKTOBER;RUTE: A145;21;RUMAH TANGGA A;69;Gol. II;1598
2022;OKTOBER;RUTE: A145;24;RUMAH TANGGA B;1;Gol. II;22
2022;OKTOBER;RUTE: A146;12;KAMAR MANDI UMUM;1;Gol. I;111
2022;OKTOBER;RUTE: A146;15;SEKOLAH NEGERI;3;Gol. III;1135
2022;OKTOBER;RUTE: A146;21;RUMAH TANGGA A;9;Gol. II;120
2022;OKTOBER;RUTE: A146;24;RUMAH TANGGA B;10;Gol. II;129
2022;OKTOBER;RUTE: A146;31;NIAGA KECIL;1;Gol. III;11
2022;OKTOBER;RUTE: A146;32;INSTANSI PEMERINTAH;24;Gol. III;2180
2022;OKTOBER;RUTE: A146;46;TNI / POLRI;2;Gol. III;36
2022;OKTOBER;RUTE: A147;13;RUMAH IBADAH;1;Gol. I;7
2022;OKTOBER;RUTE: A147;21;RUMAH TANGGA A;56;Gol. II;513
2022;OKTOBER;RUTE: A147;24;RUMAH TANGGA B;41;Gol. II;678
2022;OKTOBER;RUTE: A148;21;RUMAH TANGGA A;53;Gol. II;957
2022;OKTOBER;RUTE: A148;24;RUMAH TANGGA B;15;Gol. II;245
2022;OKTOBER;RUTE: A148;31;NIAGA KECIL;5;Gol. III;154
2022;OKTOBER;RUTE: A148;32;INSTANSI PEMERINTAH;1;Gol. III;0
2022;OKTOBER;RUTE: A149;21;RUMAH TANGGA A;1;Gol. II;19
2022;OKTOBER;RUTE: A149;24;RUMAH TANGGA B;4;Gol. II;23
2022;OKTOBER;RUTE: A150;21;RUMAH TANGGA A;51;Gol. II;516
2022;OKTOBER;RUTE: A150;24;RUMAH TANGGA B;1;Gol. II;18
2022;OKTOBER;RUTE: A151;21;RUMAH TANGGA A;23;Gol. II;251
2022;OKTOBER;RUTE: A151;24;RUMAH TANGGA B;1;Gol. II;21
2022;OKTOBER;RUTE: A152;11;HIDRAN UMUM;1;Gol. I;0
2022;OKTOBER;RUTE: A152;21;RUMAH TANGGA A;5;Gol. II;0
2022;OKTOBER;RUTE: A152;24;RUMAH TANGGA B;21;Gol. II;78
2022;OKTOBER;RUTE: A153;13;RUMAH IBADAH;2;Gol. I;28
2022;OKTOBER;RUTE: A153;21;RUMAH TANGGA A;150;Gol. II;726
2022;OKTOBER;RUTE: A153;24;RUMAH TANGGA B;15;Gol. II;139
2022;OKTOBER;RUTE: A153;32;INSTANSI PEMERINTAH;1;Gol. III;1
2022;NOVEMBER;RUTE: A101;13;RUMAH IBADAH;2;Gol. I;1057
2022;NOVEMBER;RUTE: A101;15;SEKOLAH NEGERI;2;Gol. III;65
2022;NOVEMBER;RUTE: A101;21;RUMAH TANGGA A;146;Gol. II;3273
2022;NOVEMBER;RUTE: A101;24;RUMAH TANGGA B;56;Gol. II;1194
2022;NOVEMBER;RUTE: A101;25;RUMAH TANGGA C;3;Gol. II;492
2022;NOVEMBER;RUTE: A101;31;NIAGA KECIL;182;Gol. III;3257
2022;NOVEMBER;RUTE: A101;32;INSTANSI PEMERINTAH;14;Gol. III;1830
2022;NOVEMBER;RUTE: A101;33;NIAGA MENENGAH;3;Gol. III;209
2022;NOVEMBER;RUTE: A101;36;FIRE HYDRANT;3;Gol. I;50
2022;NOVEMBER;RUTE: A101;46;TNI / POLRI;1;Gol. III;2709
2022;NOVEMBER;RUTE: A102;13;RUMAH IBADAH;1;Gol. I;0
2022;NOVEMBER;RUTE: A102;21;RUMAH TANGGA A;184;Gol. II;3027
2022;NOVEMBER;RUTE: A102;22;YAYASAN SOSIAL;1;Gol. I;300
2022;NOVEMBER;RUTE: A102;23;RUMAH SAKIT PEMERINTAH;2;Gol. III;11663
2022;NOVEMBER;RUTE: A102;24;RUMAH TANGGA B;49;Gol. II;2001
2022;NOVEMBER;RUTE: A102;25;RUMAH TANGGA C;3;Gol. II;37
2022;NOVEMBER;RUTE: A102;31;NIAGA KECIL;32;Gol. III;724
2022;NOVEMBER;RUTE: A102;32;INSTANSI PEMERINTAH;4;Gol. III;78
2022;NOVEMBER;RUTE: A103;13;RUMAH IBADAH;1;Gol. I;149
2022;NOVEMBER;RUTE: A103;21;RUMAH TANGGA A;168;Gol. II;2920
2022;NOVEMBER;RUTE: A103;24;RUMAH TANGGA B;14;Gol. II;195
2022;NOVEMBER;RUTE: A103;25;RUMAH TANGGA C;1;Gol. II;87
2022;NOVEMBER;RUTE: A103;31;NIAGA KECIL;1;Gol. III;2
2022;NOVEMBER;RUTE: A103;32;INSTANSI PEMERINTAH;2;Gol. III;446
2022;NOVEMBER;RUTE: A104;13;RUMAH IBADAH;3;Gol. I;197
2022;NOVEMBER;RUTE: A104;15;SEKOLAH NEGERI;1;Gol. III;43
2022;NOVEMBER;RUTE: A104;21;RUMAH TANGGA A;507;Gol. II;9746
2022;NOVEMBER;RUTE: A104;22;YAYASAN SOSIAL;3;Gol. I;269
2022;NOVEMBER;RUTE: A104;24;RUMAH TANGGA B;360;Gol. II;6423
2022;NOVEMBER;RUTE: A104;25;RUMAH TANGGA C;38;Gol. II;1312
2022;NOVEMBER;RUTE: A104;26;RUMAH TANGGA D;6;Gol. II;135
2022;NOVEMBER;RUTE: A104;31;NIAGA KECIL;15;Gol. III;292
2022;NOVEMBER;RUTE: A104;32;INSTANSI PEMERINTAH;4;Gol. III;4443
2022;NOVEMBER;RUTE: A104;33;NIAGA MENENGAH;1;Gol. III;433
2022;NOVEMBER;RUTE: A105;13;RUMAH IBADAH;2;Gol. I;183
2022;NOVEMBER;RUTE: A105;21;RUMAH TANGGA A;167;Gol. II;2870
2022;NOVEMBER;RUTE: A105;24;RUMAH TANGGA B;65;Gol. II;1039
2022;NOVEMBER;RUTE: A105;25;RUMAH TANGGA C;1;Gol. II;27
2022;NOVEMBER;RUTE: A105;26;RUMAH TANGGA D;2;Gol. II;49
2022;NOVEMBER;RUTE: A105;31;NIAGA KECIL;3;Gol. III;133
2022;NOVEMBER;RUTE: A106;21;RUMAH TANGGA A;97;Gol. II;1346
2022;NOVEMBER;RUTE: A106;22;YAYASAN SOSIAL;3;Gol. I;67
2022;NOVEMBER;RUTE: A106;24;RUMAH TANGGA B;8;Gol. II;158
2022;NOVEMBER;RUTE: A106;25;RUMAH TANGGA C;3;Gol. II;114
2022;NOVEMBER;RUTE: A107;13;RUMAH IBADAH;2;Gol. I;55
2022;NOVEMBER;RUTE: A107;21;RUMAH TANGGA A;42;Gol. II;981
2022;NOVEMBER;RUTE: A107;24;RUMAH TANGGA B;143;Gol. II;3522
2022;NOVEMBER;RUTE: A107;25;RUMAH TANGGA C;14;Gol. II;466
2022;NOVEMBER;RUTE: A107;31;NIAGA KECIL;4;Gol. III;90
2022;NOVEMBER;RUTE: A107;36;FIRE HYDRANT;1;Gol. I;6
2022;NOVEMBER;RUTE: A108;12;KAMAR MANDI UMUM;1;Gol. I;84
2022;NOVEMBER;RUTE: A108;15;SEKOLAH NEGERI;1;Gol. III;4
2022;NOVEMBER;RUTE: A108;21;RUMAH TANGGA A;73;Gol. II;1220
2022;NOVEMBER;RUTE: A108;22;YAYASAN SOSIAL;1;Gol. I;97
2022;NOVEMBER;RUTE: A108;24;RUMAH TANGGA B;247;Gol. II;3289
2022;NOVEMBER;RUTE: A108;25;RUMAH TANGGA C;2;Gol. II;68
2022;NOVEMBER;RUTE: A108;31;NIAGA KECIL;24;Gol. III;303
2022;NOVEMBER;RUTE: A108;32;INSTANSI PEMERINTAH;8;Gol. III;367
2022;NOVEMBER;RUTE: A108;46;TNI / POLRI;4;Gol. III;1067
2022;NOVEMBER;RUTE: A109;21;RUMAH TANGGA A;70;Gol. II;1502
2022;NOVEMBER;RUTE: A109;22;YAYASAN SOSIAL;1;Gol. I;49
2022;NOVEMBER;RUTE: A109;24;RUMAH TANGGA B;78;Gol. II;1741
2022;NOVEMBER;RUTE: A109;25;RUMAH TANGGA C;2;Gol. II;48
2022;NOVEMBER;RUTE: A109;31;NIAGA KECIL;3;Gol. III;29
2022;NOVEMBER;RUTE: A109;32;INSTANSI PEMERINTAH;1;Gol. III;27
2022;NOVEMBER;RUTE: A110;11;HIDRAN UMUM;1;Gol. I;19
2022;NOVEMBER;RUTE: A110;13;RUMAH IBADAH;2;Gol. I;64
2022;NOVEMBER;RUTE: A110;14;PANTI ASUHAN;1;Gol. I;30
2022;NOVEMBER;RUTE: A110;15;SEKOLAH NEGERI;3;Gol. III;216
2022;NOVEMBER;RUTE: A110;21;RUMAH TANGGA A;186;Gol. II;2777
2022;NOVEMBER;RUTE: A110;22;YAYASAN SOSIAL;3;Gol. I;197
2022;NOVEMBER;RUTE: A110;24;RUMAH TANGGA B;46;Gol. II;682
2022;NOVEMBER;RUTE: A110;25;RUMAH TANGGA C;1;Gol. II;45
2022;NOVEMBER;RUTE: A110;26;RUMAH TANGGA D;1;Gol. II;31
2022;NOVEMBER;RUTE: A110;31;NIAGA KECIL;2;Gol. III;26
2022;NOVEMBER;RUTE: A111;13;RUMAH IBADAH;3;Gol. I;258
2022;NOVEMBER;RUTE: A111;15;SEKOLAH NEGERI;4;Gol. III;222
2022;NOVEMBER;RUTE: A111;21;RUMAH TANGGA A;136;Gol. II;2744
2022;NOVEMBER;RUTE: A111;24;RUMAH TANGGA B;279;Gol. II;4093
2022;NOVEMBER;RUTE: A111;25;RUMAH TANGGA C;5;Gol. II;149
2022;NOVEMBER;RUTE: A111;31;NIAGA KECIL;43;Gol. III;1240
2022;NOVEMBER;RUTE: A111;32;INSTANSI PEMERINTAH;9;Gol. III;659
2022;NOVEMBER;RUTE: A111;33;NIAGA MENENGAH;1;Gol. III;37
2022;NOVEMBER;RUTE: A111;46;TNI / POLRI;1;Gol. III;89
2022;NOVEMBER;RUTE: A112;13;RUMAH IBADAH;1;Gol. I;70
2022;NOVEMBER;RUTE: A112;15;SEKOLAH NEGERI;1;Gol. III;25
2022;NOVEMBER;RUTE: A112;21;RUMAH TANGGA A;182;Gol. II;2021
2022;NOVEMBER;RUTE: A112;22;YAYASAN SOSIAL;1;Gol. I;8
2022;NOVEMBER;RUTE: A112;23;RUMAH SAKIT PEMERINTAH;1;Gol. III;30
2022;NOVEMBER;RUTE: A112;24;RUMAH TANGGA B;70;Gol. II;1208
2022;NOVEMBER;RUTE: A112;31;NIAGA KECIL;15;Gol. III;266
2022;NOVEMBER;RUTE: A113;11;HIDRAN UMUM;1;Gol. I;9
2022;NOVEMBER;RUTE: A113;13;RUMAH IBADAH;3;Gol. I;90
2022;NOVEMBER;RUTE: A113;15;SEKOLAH NEGERI;2;Gol. III;82
2022;NOVEMBER;RUTE: A113;21;RUMAH TANGGA A;237;Gol. II;3268
2022;NOVEMBER;RUTE: A113;22;YAYASAN SOSIAL;5;Gol. I;45
2022;NOVEMBER;RUTE: A113;24;RUMAH TANGGA B;111;Gol. II;2029
2022;NOVEMBER;RUTE: A113;25;RUMAH TANGGA C;3;Gol. II;56
2022;NOVEMBER;RUTE: A113;31;NIAGA KECIL;35;Gol. III;465
2022;NOVEMBER;RUTE: A113;32;INSTANSI PEMERINTAH;4;Gol. III;40
2022;NOVEMBER;RUTE: A114;13;RUMAH IBADAH;2;Gol. I;0
